,xG,PrgPasses,Gls/90,xG/90,Shots,Sh/90,SoT/90,Dist,PrgDist,FinalThirdPass,PenaltyAreaCross,SCA90,Tkl Def 3rd,Tkl Mid 3rd,Clearances,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,short_Pass_Ratio,medium_Pass_Ratio,long_Pass_Ratio,clusters,Player_Name,Pos
266,13.1,57,0.72,0.63,77,3.72,1.83,14.6,1443,37,2,3.81,5,5,3,2,51,290,733,193,0.5996758508914101,0.2771474878444084,0.12317666126418152,4,Vinicius Júnior,FW
264,2.5,12,0.31,0.26,14,1.44,0.72,12.6,371,6,1,2.06,2,7,3,4,27,172,133,23,0.6439024390243903,0.3121951219512195,0.043902439,4,Juanmi,FW
333,2.8,19,0.13,0.18,33,2.19,0.79,17.8,656,12,0,2.05,1,9,4,7,33,263,216,53,0.6121794871794872,0.3141025641025641,0.073717949,4,Roger Martí,FW
262,11.6,20,0.53,0.62,61,3.25,1.49,12.8,498,16,0,1.65,1,4,11,13,43,236,238,99,0.7066246056782335,0.2586750788643533,0.034700315,4,Joselu,FW
261,5.7,32,0.46,0.26,48,2.19,1.1,16.3,838,16,1,1.92,1,2,15,18,50,333,304,73,0.6455696202531646,0.2742616033755274,0.080168776,4,Willian José,FW
255,6.5,15,0.59,0.64,39,3.83,1.28,14.2,389,14,1,2.66,2,5,13,11,28,151,160,56,0.5083798882681564,0.39664804469273746,0.094972067,4,Luis Javier Suárez,FW
397,2.3,15,0.16,0.37,14,2.2,0.79,15.9,395,9,0,2.99,1,6,11,13,34,122,131,36,0.6666666666666666,0.3076923076923077,0.025641026,4,Randy Nteka,FW
81,4.5,41,0.16,0.24,33,1.79,0.7,15.6,839,22,0,2.49,3,10,15,18,47,278,265,62,0.6179104477611941,0.31044776119402984,0.071641791,4,Sergio Camello,FW
186,6.2,63,0.22,0.22,45,1.64,0.62,16,2288,30,21,2.87,15,10,33,33,196,354,567,101,0.5093582887700535,0.3449197860962567,0.14572192513368984,4,Álvaro García,FW
179,2.6,40,0.12,0.15,29,1.68,0.64,17.8,1306,23,8,2.96,5,8,18,17,97,258,333,49,0.5486111111111112,0.3773148148148148,0.074074074,4,Jorge de Frutos,FW
462,3.7,54,0.05,0.19,51,2.54,0.9,21.7,1872,18,4,3.84,4,6,14,17,68,328,515,81,0.5666131621187801,0.2857142857142857,0.1476725521669342,4,Sandro Ramírez,FW
463,10.1,28,0.17,0.35,76,2.62,0.93,12,630,13,1,1.34,9,15,44,51,100,323,479,136,0.6547619047619048,0.30714285714285716,0.038095238,4,Chris Ramos,FW
465,7.4,57,0.39,0.48,58,3.82,1.32,19.8,2397,39,8,5.86,6,6,11,11,80,338,484,81,0.48228043143297383,0.3420647149460709,0.17565485362095531,4,Raphinha,FW
467,4.9,22,0.4,0.32,33,2.19,0.8,11.6,453,14,0,1.46,4,2,11,12,35,199,224,64,0.7089552238805971,0.2537313432835821,0.037313433,4,Raúl,FW
468,0.8,14,0.12,0.1,17,2.12,0.5,19.4,845,12,3,3.61,4,2,7,6,46,102,198,36,0.42857142857142855,0.34183673469387754,0.22959183673469388,4,Abderrahman Rebbach,FW
133,5.7,75,0.47,0.33,38,2.21,0.99,16,1835,42,7,4.37,4,16,2,8,51,400,540,93,0.687964339,0.2526002971768202,0.059435364,4,Brahim Díaz,FW
132,2.5,20,0.17,0.21,21,1.8,0.26,13.7,410,4,1,1.98,5,9,7,10,53,190,251,49,0.7454545454545455,0.21363636363636362,0.040909091,4,Assane Diao,FW
474,2.7,53,0.18,0.16,37,2.18,0.94,18,2141,25,8,3.6,18,4,20,20,172,302,457,85,0.6066115702479339,0.2958677685950413,0.097520661,4,Rodrigo Riquelme,DF
460,4.7,42,0.17,0.27,40,2.32,0.69,17.5,1275,26,2,3.29,5,6,10,11,90,251,263,59,0.4983388704318937,0.3588039867109635,0.14285714285714285,4,Largie Ramazani,FW
478,1.7,50,0.31,0.18,10,1.05,0.42,12.5,1875,57,1,2.51,4,10,7,10,112,448,179,28,0.5977011494252874,0.3464696223316913,0.055829228,4,Sergi Roberto,MF
482,1.1,65,0,0.09,18,1.54,0.43,18.6,1882,36,6,2.83,6,7,2,3,98,325,299,43,0.5531914893617021,0.3539651837524178,0.092843327,4,Rodri,FW
484,1.5,52,0.19,0.14,34,3.16,0.84,24.9,1332,39,1,4.56,2,15,5,7,56,287,259,30,0.5172413793103449,0.31773399014778325,0.16502463054187191,4,Óscar Rodríguez Arnaiz,MF
490,11.7,90,0.38,0.44,86,3.25,1.32,15.2,1882,42,4,4.2,2,9,6,3,50,414,905,206,0.7440087145969498,0.22004357298474944,0.035947712,4,Rodrygo,FW
492,7.3,16,0.35,0.63,42,3.64,1.47,14.8,319,9,1,2.51,2,2,11,9,35,143,202,63,0.580110497,0.35359116022099446,0.066298343,4,Isaac Romero,FW
493,1.3,14,0.62,0.26,8,1.64,0.62,15.9,338,7,1,2.05,2,3,2,5,39,118,71,5,0.7050359712230215,0.28776978417266186,0.007194245,4,Luka Romero,FW
496,2.5,2,0.55,0.7,13,3.57,1.65,13.7,67,3,0,1.1,2,0,5,5,11,43,74,22,0.7192982456140351,0.2631578947368421,0.017543859649122806,4,Vitor Roque,FW
88,4.2,13,0.49,0.52,21,2.56,1.22,14.3,280,9,1,1.95,3,4,7,7,33,161,146,46,0.7391304347826086,0.20772946859903382,0.053140097,4,Marc Cardona,FW
84,2.8,52,0.07,0.21,43,3.15,1.24,21.4,1421,29,4,2.35,7,11,9,7,83,230,280,55,0.4915254237288136,0.3587570621468927,0.1497175141242938,4,Sergi Canós,MF
113,7.9,61,0.53,0.47,42,2.47,1.12,17,1162,29,2,4,3,11,6,7,53,268,405,129,0.6586433260393874,0.24070021881838075,0.10065645514223195,4,Ángel Correa,FW
454,1.6,12,0,0.4,10,2.55,1.78,17.5,465,9,4,4.84,1,3,3,0,18,71,98,19,0.5,0.3090909090909091,0.19090909090909092,4,Nemanja Radonjić,MF
452,3.2,22,0,0.39,17,2.1,0.49,16,553,13,3,3.57,6,5,4,3,43,137,148,33,0.5392670157068062,0.35602094240837695,0.10471204188481675,4,Antonio Puertas,MF
143,4.6,13,0.7,0.46,26,2.59,1.49,13.5,216,7,1,1.99,2,6,9,10,25,123,145,49,0.6363636363636364,0.3146853146853147,0.048951049,4,Anastasios Douvikas,FW
414,9.1,39,0.38,0.38,38,1.59,0.67,15.2,979,22,0,1.71,7,11,12,13,83,335,317,79,0.6388261851015802,0.309255079,0.051918736,4,Mikel Oyarzabal,FW
170,0.7,12,0.36,0.12,5,0.89,0.36,18.9,411,4,3,2.49,4,7,4,12,60,108,120,23,0.6407766990291263,0.3300970873786408,0.029126214,4,Valery Fernández,MF
168,1.5,4,0.44,0.33,8,1.76,0.66,15.1,86,4,0,0.66,3,6,5,6,16,79,49,14,0.6027397260273972,0.3287671232876712,0.068493151,4,Carlos Fernández,FW
164,8.7,68,0.41,0.51,61,3.56,1.46,15.8,1372,31,1,3.62,9,7,11,15,91,351,495,104,0.6415711947626841,0.28314238952536824,0.075286416,4,João Félix,FW
162,2.2,67,0.09,0.19,28,2.4,0.6,19.2,2256,53,3,5.14,5,7,3,4,48,361,351,54,0.5842696629213483,0.28277153558052437,0.13295880149812733,4,Nabil Fekir,MF
430,1.3,20,0.36,0.23,17,3.04,1.43,22.2,625,7,1,3.39,3,6,5,3,29,124,170,15,0.5116279069767442,0.33488372093023255,0.15348837209302327,4,Pejiño,FW
431,2.5,22,0.15,0.18,17,1.24,0.44,14.5,661,3,5,3.12,12,10,7,9,66,150,260,50,0.6162790697674418,0.3372093023255814,0.046511627906976744,4,Facundo Pellistri,MF
161,1.7,16,0,0.24,17,2.36,0.69,19.3,491,8,3,1.94,3,1,10,7,41,94,141,29,0.5734265734265734,0.36363636363636365,0.062937063,4,Peter Federico,MF
158,2.7,7,0.22,0.6,16,3.54,1.33,14.5,186,5,0,2.87,1,5,4,4,13,67,91,23,0.7474747474747475,0.21212121212121213,0.04040404,4,Radamel Falcao,FW
436,7.4,80,0.35,0.29,68,2.67,1.02,13.5,1889,46,0,3.53,16,33,18,19,126,510,513,156,0.6808176100628931,0.2783018867924528,0.040880503144654086,4,Ayoze Pérez,FW
437,1.2,18,0.12,0.14,24,2.8,0.7,21.4,575,10,2,3.38,6,5,8,9,55,147,200,25,0.5443037974683544,0.34177215189873417,0.11392405063291139,4,Carles Pérez,MF
157,3,25,0.1,0.31,33,3.43,0.83,17.8,769,11,1,2.08,7,5,5,7,58,194,271,60,0.6845637583892618,0.25838926174496646,0.05704698,4,Abde Ezzalzouli,FW
439,1.9,47,0.11,0.2,13,1.4,0.54,18.7,1507,33,0,2.91,11,15,6,14,76,285,155,15,0.4218289085545723,0.44542772861356933,0.13274336283185842,4,Kike Pérez,MF
150,10.8,17,0.56,0.38,72,2.52,1.02,12.1,471,11,0,0.77,3,4,29,31,75,248,248,115,0.5978260869565217,0.35507246376811596,0.047101449,4,Youssef En-Nesyri,FW
147,11.5,34,0.39,0.35,66,2,0.88,12.9,712,19,0,1.48,5,8,27,36,92,416,418,123,0.6598360655737705,0.3094262295081967,0.030737704918032786,4,Hugo Duro,FW
444,1.4,10,0,0.27,9,1.71,0.76,12.5,432,3,1,2.46,12,10,5,8,57,83,126,22,0.59375,0.3,0.10625,4,Yeremi Pino,MF
446,3.4,32,0.53,0.26,21,1.59,0.76,11.5,778,13,2,2.2,3,10,6,4,43,183,207,55,0.5661764705882353,0.3639705882352941,0.069852941,4,Portu,MF
144,24.2,26,0.83,0.84,77,2.68,1.25,12.4,471,9,0,1.98,2,1,17,19,36,230,341,185,0.7121212121212122,0.2696969696969697,0.018181818,4,Artem Dovbyk,FW
450,3.2,26,0.43,0.23,33,2.34,0.99,14.8,475,12,0,1.63,2,2,12,16,34,171,181,43,0.5392156862745098,0.3480392156862745,0.11274509803921569,4,Abdón Prats,FW
406,10.8,18,0.38,0.51,64,3,1.13,13.5,468,11,0,1.46,1,4,14,18,38,289,282,107,0.6293706293706294,0.32517482517482516,0.045454545454545456,4,Samu Omorodion,FW
301,3.7,73,0.1,0.12,41,1.39,0.51,15.4,1914,35,7,2.68,14,16,12,24,152,457,504,95,0.5936599423631124,0.32132564841498557,0.085014409,4,Diego López,MF
